제목,브랜드,방,가격
휴애락,건대점 애2nd_싱글1인실,#여성전용 #셰어하우스,150 / 53만원 (1인실)
Sharehouse Cine,루프탑 건대점 2인실 디럭스,#여성전용 #셰어하우스,80 / 41만원 (2인실)
쉐어하우스 까사,사당역 3호점 ROOM C,#여성전용 #셰어하우스,100 / 49만원 (1인실)
쉐어하우스 까사,사당역 2호점 ROOM B,#여성전용 #셰어하우스,100 / 44만원 (2인실)
쉐어니도(sharenido),강남2도 B room,#여성전용 #셰어하우스,80 / 37만원 (2인실)
쉐어니도(sharenido),강남 14도 A room,#남성전용 #셰어하우스,70 / 31만원 (3인실)
쉐어니도(sharenido),강남 15도 A room,#여성전용 #셰어하우스,70 / 31만원 (3인실)
잠자리,신대방 : 3호점 Room B,#여성전용 #셰어하우스,90 / 45만원 (1인실)
미카사 하우스,1호 봉천 1인실(2),#여성전용 #셰어하우스,120 / 51만원 (1인실)
편안한家 쉐어하우스,자양점 Room B,#여성전용 #셰어하우스,100 / 43만원 (2인실)
핀휠 쉐어하우스,대림점 2인실,#여성전용 #셰어하우스,80 / 33만원 (2인실)
팸하우스,건대 4호점 B ROOM,#남성전용 #셰어하우스,100 / 34만원 (2인실)
팸하우스,건대 1호점 Room A,#여성전용 #셰어하우스,100 / 44만원 (1인실)
Singles ( 싱글즈 ),강남하우스 C룸,#여성전용 #셰어하우스,200 / 60만원 (2인실)
잠자리,구로디지털단지 : 12호점 Room B,#여성전용 #셰어하우스,90 / 45만원 (1인실)
바다유,7호 서울대입구역점 Room B,#여성전용 #셰어하우스,90 / 45만원 (1인실)
쉐어니도(sharenido),강남 20도 C ROOM,#여성전용 #셰어하우스,80 / 36만원 (1인실)
홈트리,신도림점 Branch Room,#남성전용 #셰어하우스,60 / 35만원 (2인실)
우주,18호점 Room B,#여성전용 #셰어하우스,108 / 47만원 (1인실)
양드레하우스,군자1호점 2A,#여성전용 #셰어하우스,100 / 33만원 (2인실)
Sally's House,강남 서초파라곤 D룸,#여성전용 #셰어하우스,100 / 35만원 (2인실)
강남 베타쉐어하우스,강남역점 Room C,#여성전용 #셰어하우스,120 / 42만원 (2인실)
Sally's House,강남역점 Room D,#여성전용 #셰어하우스,100 / 32만원 (2인실)
복덕방,역삼2호점- 강남역 싱글룸2,#여성전용 #셰어하우스,47 / 47만원 (1인실)
순 스테이,구로디지털단지 1호점 1인실(2),#여성전용 #셰어하우스,90 / 40만원 (1인실)
순 스테이,구로디지털단지 2호점 1인실(2),#여성전용 #셰어하우스,90 / 39만원 (1인실)
복덕방,역삼1호점-선릉역 싱글룸-중간방1,#여성전용 #셰어하우스,53 / 53만원 (1인실)
쉐어하우스 루트,방배점 2인실 (작은방),#여성전용 #셰어하우스,80 / 38만원 (2인실)
동화,구디점 다락 복층1인실,#여성전용 #셰어하우스,100 / 25만원 (1인실)
달달 쉐어하우스,삼성중앙역점 Room A,#여성전용 #셰어하우스,82 / 41만원 (2인실)
피리하우스,낙성대점 Room B,#여성전용 #셰어하우스,74 / 37만원 (2인실)
양드레하우스,교대점 Room 1A,#여성전용 #셰어하우스,100 / 52만원 (1인실)
잠자리,구로디지털단지 : 13호점 Room A,#남성전용 #셰어하우스,100 / 50만원 (1인실)
바다유,2호 삼성중앙역점 Room B,#여성전용 #셰어하우스,70 / 38만원 (2인실)
채움 쉐어하우스,교대/강남역 1호점 작은 2인실,#여성전용 #셰어하우스,100 / 39만원 (2인실)
채움 쉐어하우스,강남역 2호점 작은 2인실,#여성전용 #셰어하우스,80 / 29만원 (2인실)
우주,42호점 Room A,#남성전용 #셰어하우스,97 / 40만원 (1인실)
우주,43호점 Room C,#여성전용 #셰어하우스,96 / 40만원 (2인실)
바다,구디(구로디지털)집 C Room,#여성전용 #셰어하우스,80 / 40만원 (2인실)
오아시스 쉐어하우스,낙성대역 4호점 베이스캠프B,#여성전용 #셰어하우스,150 / 35만원 (2인실)
오아시스 쉐어하우스,낙성대역점 5호점 베이스캠프B,#여성전용 #셰어하우스,150 / 36만원 (2인실)
오아시스 쉐어하우스,낙성대역 3호점 Room B,#여성전용 #셰어하우스,150 / 35만원 (2인실)
동네친구,11호점 B 2room,#여성전용 #셰어하우스,300 / 45만원 (2인실)
청청,구디역점 작은방 Room A,#남성전용 #셰어하우스,100 / 40만원 (1인실)
슈니하우스,삼성중앙역점 1인실,#여성전용 #셰어하우스,106 / 53만원 (1인실)
팸하우스,사당점 Room C,#여성전용 #셰어하우스,100 / 31만원 (4인실)
잠자리,구로디지털단지 : 7호점 Room B,#여성전용 #셰어하우스,76 / 38만원 (2인실)
벽난로 쉐어하우스,강남코엑스점 Room B,#남성전용 #셰어하우스,80 / 40만원 (2인실)
가가호호 쉐어하우스,관악점 프리미엄 싱글 (1인),#남성전용 #셰어하우스,80 / 38만원 (1인실)
자몽 셰어하우스,고척동점 202호,#여성전용 #셰어하우스,300 / 30만원 (1인실)
쉐어하우스 소소한,서초 1호점 roomB,#여성전용 #셰어하우스,100 / 51만원 (2인실)
쉐어하우스 withsomething,역삼점 3,#남성전용 #셰어하우스,180 / 65만원 (1인실)
Sharehouse Cine,더 우드 건대점 3인실,#여성전용 #셰어하우스,70 / 33만원 (3인실)
레미하우스,강남점 Room B,#여성전용 #셰어하우스,100 / 43만원 (2인실)
잠자리,신림 대학동 : 21호점 Room B,#남성전용 #셰어하우스,84 / 42만원 (1인실)
복덕방,강남세브란스점(뱅뱅사거리) 2층 큰 1인실,#여성전용 #셰어하우스,100 / 56만원 (1인실)
Sally's House,선릉역점 4인실,#여성전용 #셰어하우스,100 / 25만원 (4인실)
복덕방,세브란스사거리점 개인실a,#여성전용 #셰어하우스,124 / 62만원 (1인실)
복덕방,대치동 선릉역점 1층 2인실 A,#여성전용 #셰어하우스,100 / 45만원 (2인실)
쉐어니도(sharenido),강남 5도 B room,#여성전용 #셰어하우스,70 / 35만원 (2인실)
다락,블랑하우스 Room B,#남성전용 #셰어하우스,50 / 32만원 (2인실)
동그라미 쉐어하우스,선릉점 작은방,#남성전용 #셰어하우스,50 / 32만원 (1인실)
앤스테이블,대치 402-1호,#남성전용 #셰어하우스,4000 / 41만원 (1인실)
쉐어필링스,선릉역지점 1인실 큰방,#여성전용 #셰어하우스,100 / 52만원 (1인실)
팸하우스,가산디지털단지점 ROOM A,#여성전용 #셰어하우스,100 / 38만원 (2인실)
팸하우스,양재점 Room A,#여성전용 #셰어하우스,100 / 42만원 (2인실)
팸하우스,매봉1호점 Room B,#여성전용 #셰어하우스,100 / 30만원 (2인실)
팸하우스,매봉 2호점 Room A,#여성전용 #셰어하우스,100 / 33만원 (2인실)
부천 이야기쉐어하우스,1호 고강점(서서울공원) 1인실(대),#남성전용 #셰어하우스,100 / 35만원 (1인실)
양재역 쉐어하우스,양재역점 큰방,#여성전용 #셰어하우스,100 / 45만원 (2인실)
라다팰리스,사회적주택(개봉동) 201호-2,#성별무관 #셰어하우스,300 / 28만원 (1인실)
우주,74호점 Room A,#남성전용 #셰어하우스,126 / 55만원 (1인실)
Calm&Mood,온수 17호점 Room c307,#여성전용 #셰어하우스,100 / 36만원 (1인실)
동그라미 쉐어하우스,개포점 중간방,#남성전용 #셰어하우스,50 / 38만원 (1인실)
부천 이야기쉐어하우스,2호 원종점(원종사거리) 2인실A/B,#여성전용 #셰어하우스,50 / 28만원 (2인실)
모니카 하우스,잠실2호점 블루룸,#여성전용 #셰어하우스,100 / 53만원 (1인실)
썸앤썸 쉐어하우스,삼전점 룸2,#남성전용 #셰어하우스,100 / 45만원 (1인실)
모니카 하우스,잠실역점 블랙룸,#여성전용 #셰어하우스,100 / 55만원 (1인실)
로이허브,천호점 5호 라인,#여성전용 #셰어하우스,40 / 40만원 (3인실)
모니카 하우스,잠실3호점 핑크룸,#여성전용 #셰어하우스,100 / 50만원 (1인실)
바다,암사동집 : 1층 102호,#여성전용 #셰어하우스,100 / 37만원 (1인실)
모던 하우스,암사역점 Room 204,#여성전용 #셰어하우스,200 / 34만원 (1인실)
바다,암사동집 : 2층 202호,#여성전용 #셰어하우스,100 / 37만원 (1인실)
모던 하우스,천호점 102호,#여성전용 #셰어하우스,200 / 34만원 (1인실)
양드레하우스,송파점 1인실_1A,#여성전용 #셰어하우스,100 / 51만원 (1인실)
모니카 하우스,잠실4호점 노르딕룸,#여성전용 #셰어하우스,100 / 60만원 (1인실)
몽리(MONLIT),석촌점 2인실,#여성전용 #셰어하우스,100 / 45만원 (2인실)
원앤원하우스,강동역 2호점 Room A,#여성전용 #셰어하우스,200 / 35만원 (3인실)
스테이서울,하우스메이트 Room B,#성별무관 #셰어하우스,50 / 50만원 (1인실)
Sharehouse Cine,오금역점 2인실 Deluxe,#여성전용 #셰어하우스,80 / 38만원 (2인실)
함께꿈꾸는마을,송파문정마을 ROOM A,#여성전용 #셰어하우스,70 / 35만원 (3인실)
쉐어하우스 cloud9,킨텍스 대화역점 ROOM 5,#여성전용 #셰어하우스,150 / 40만원 (1인실)
Blessing House,대화 킨텍스점 C ROOM,#여성전용 #셰어하우스,80 / 39만원 (1인실)
쉐어하우스 잎,부천역점 1인실B,#성별무관 #셰어하우스,70 / 35만원 (1인실)
플래닛디 하우스,플래닛디 하우스 2인실 싱글침대,#여성전용 #셰어하우스,70 / 35만원 (2인실)
공감,부평 굴포천역 2호점 C룸 1인실,#여성전용 #셰어하우스,70 / 35만원 (1인실)
공감,부평시장역점 Room C,#여성전용 #셰어하우스,70 / 35만원 (1인실)
로라 쉐어하우스,부평구청역점 A룸,#여성전용 #셰어하우스,80 / 33만원 (1인실)
라떼의꿈 쉐어하우스,부평점 2인실B,#여성전용 #셰어하우스,80 / 30만원 (2인실)
로라 쉐어하우스,부평시장역점 B룸,#여성전용 #셰어하우스,80 / 35만원 (1인실)
레몬트리 하우스,간석오거리점 1인실A,#여성전용 #셰어하우스,50 / 32만원 (1인실)
잠자리,주안역 : 18호점 Room C,#여성전용 #셰어하우스,54 / 27만원 (2인실)
쉐어하우스 봄,주안 1호점 3인실,#여성전용 #셰어하우스,64 / 27만원 (3인실)
베프 쉐어하우스,주안역점 Room B,#여성전용 #셰어하우스,60 / 30만원 (1인실)
레몬,1호점 주안역점 레몬티방,#여성전용 #셰어하우스,56 / 28만원 (2인실)
인타운 하우스,인천대점(도원역) Room 202,#여성전용 #셰어하우스,100 / 35만원 (1인실)
세계로 하우스,종로부암점 C room,#성별무관 #셰어하우스,35 / 38만원 (2인실)
블랑 쉐어하우스,홍제점 Room C,#여성전용 #셰어하우스,80 / 34만원 (2인실)
다락,홍오하우스 Room E,#성별무관 #셰어하우스,50 / 36만원 (1인실)
우주,89호점 Room C,#여성전용 #셰어하우스,90 / 37만원 (3인실)
곰 쉐어하우스,홍제점 Room C,#여성전용 #셰어하우스,100 / 33만원 (2인실)
다락,홍원하우스 Room B,#남성전용 #셰어하우스,50 / 31만원 (2인실)
쏠 쉐어하우스,연신내점 4인실,#남성전용 #셰어하우스,50 / 23만원 (4인실)
다락,헤븐하우스 안락한 1인실,#성별무관 #셰어하우스,50 / 41만원 (1인실)
Calm&Mood,홍제 18호점 Room106,#여성전용 #셰어하우스,100 / 43만원 (1인실)
자몽 셰어하우스,연신내점 4층 Room 13,#여성전용 #셰어하우스,300 / 28만원 (1인실)
블랑 쉐어하우스,응암점 1인실C,#여성전용 #셰어하우스,100 / 45만원 (1인실)
Calm&Mood,DMC(구산) 22호점 Room104,#여성전용 #셰어하우스,200 / 43만원 (1인실)
코코빌,하우스메이트 Room C,#여성전용 #셰어하우스,56 / 32만원 (1인실)
이너프하우스,혜화 6호점 A,#여성전용 #셰어하우스,100 / 52만원 (1인실)
플레몬 쉐어하우스,29호점(혜화대학로점) ROOM8,#성별무관 #셰어하우스,50 / 39만원 (1인실)
슬리퍼 쉐어하우스,한성대점 Room C,#여성전용 #셰어하우스,84 / 37만원 (2인실)
동거동락,33A호점 명지대 B ROOM,#남성전용 #셰어하우스,102 / 43만원 (1인실)
동거동락,33B호점 명지대 B ROOM,#여성전용 #셰어하우스,105 / 44만원 (1인실)
따또 쉐어하우스,연희점 쉐어형 1인D,#여성전용 #셰어하우스,100 / 49만원 (1인실)
CNT홈셰어링,1호점 Room C,#여성전용 #셰어하우스,100 / 54만원 (1인실)
CNT홈셰어링,5호점 Room B,#여성전용 #셰어하우스,100 / 52만원 (1인실)
CNT홈셰어링,2호점 Room A,#여성전용 #셰어하우스,100 / 39만원 (2인실)
CNT홈셰어링,3호점 Room A,#여성전용 #셰어하우스,100 / 38만원 (2인실)
CNT홈셰어링,4호점 Room B,#여성전용 #셰어하우스,100 / 55만원 (1인실)
우주,70호점 Room B,#남성전용 #셰어하우스,90 / 37만원 (1인실)
MK코하우징,연희점 2층 ROOM H,#여성전용 #셰어하우스,50 / 50만원 (1인실)
공상가,연세 1호점 2F / Room 201-4,#성별무관 #셰어하우스,114 / 57만원 (1인실)
위아영 쉐어하우스,아현점 Room B,#여성전용 #셰어하우스,100 / 50만원 (1인실)
아띠 쉐어빌리지,팝 하우스 충정로점 Room B,#남성전용 #셰어하우스,50 / 31만원 (2인실)
공상가,연세 2호점 2F / Room 202-1,#여성전용 #셰어하우스,108 / 54만원 (1인실)
홈스케치,아현2호점 Room D,#여성전용 #셰어하우스,90 / 45만원 (1인실)
Calm&Mood,연희 1호점 Room103,#여성전용 #셰어하우스,100 / 34만원 (2인실)
플레몬 쉐어하우스,13호점 (연희동) 403호,#성별무관 #셰어하우스,50 / 42만원 (1인실)
UrbanShares,OneNam206 E2~E3,#성별무관 #셰어하우스,100 / 58만원 (2인실)
잇츠하우스,이대점 3인실,#여성전용 #셰어하우스,100 / 35만원 (3인실)
핀휠 쉐어하우스,이대3호점(여성) 3인실,#여성전용 #셰어하우스,80 / 33만원 (3인실)
핀휠 쉐어하우스,연대 1호점 3인실,#여성전용 #셰어하우스,80 / 33만원 (3인실)
핀휠 쉐어하우스,이대1호점(여성) 1인실,#여성전용 #셰어하우스,90 / 43만원 (1인실)
핀휠 쉐어하우스,신도림점 3인실,#남성전용 #셰어하우스,80 / 33만원 (3인실)
핀휠 쉐어하우스,이대4호점 3인실,#여성전용 #셰어하우스,80 / 32만원 (3인실)
핀휠 쉐어하우스,이대2호점 3인실,#남성전용 #셰어하우스,80 / 33만원 (3인실)
마주봄 쉐어하우스,혜화 6호점 B-ROOM,#여성전용 #셰어하우스,100 / 50만원 (1인실)
바다,연남동 : 1호 C Room,#여성전용 #셰어하우스,104 / 52만원 (1인실)
러브앤피스 쉐어하우스,아현점 빈티지우드,#여성전용 #셰어하우스,100 / 48만원 (1인실)
우주,50호점 Room A,#남성전용 #셰어하우스,93 / 39만원 (2인실)
서로가 쉐어하우스,충정로점 Room E,#여성전용 #셰어하우스,50 / 50만원 (1인실)
Calm&Mood,혜화 20호점 Room201,#여성전용 #셰어하우스,200 / 49만원 (1인실)
동화,홍대점 Room C,#여성전용 #셰어하우스,68 / 65만원 (3인실)
쉐어니도(sharenido),홍대신촌 24도 B room,#남성전용 #셰어하우스,100 / 42만원 (1인실)
달램쉐어하우스,홍대입구점 홍대B,#여성전용 #셰어하우스,600 / 29만원 (1인실)
잠자리,정릉역 : 21호점 Room C,#여성전용 #셰어하우스,80 / 35만원 (2인실)
동거동락,3호 연세대점 C룸,#여성전용 #셰어하우스,108 / 52만원 (1인실)
자몽 셰어하우스,대학로점 401호,#여성전용 #셰어하우스,300 / 30만원 (2인실)
쉐어니도(sharenido),홍대신촌 17도 C ROOM,#남성전용 #셰어하우스,80 / 33만원 (2인실)
쉐어하우스 보통,아현 3호점 Room C,#여성전용 #셰어하우스,106 / 51만원 (1인실)
쉐어하우스 보통,아현점 Room B,#여성전용 #셰어하우스,90 / 45만원 (2인실)
쉐어하우스 보통,아현 2호점 Room A,#여성전용 #셰어하우스,70 / 35만원 (3인실)
세이프헤븐,DMC점 Room C,#여성전용 #셰어하우스,100 / 45만원 (1인실)
오후3시 쉐어하우스,홍대점 Room A,#남성전용 #셰어하우스,100 / 37만원 (1인실)
에덴 하우스,홍대점 Orange Rm,#여성전용 #셰어하우스,70 / 35만원 (2인실)
쉐어니도(sharenido),홍대신촌 23도 B ROOM 2,#남성전용 #셰어하우스,80 / 32만원 (2인실)
코지 쉐어하우스,홍대입구역점 Room A,#여성전용 #셰어하우스,76 / 38만원 (2인실)
바다,상암동 집 Room D,#여성전용 #셰어하우스,112 / 56만원 (1인실)
쉐어니도(sharenido),홍대신촌 14도 A ROOM,#여성전용 #셰어하우스,60 / 28만원 (4인실)
쉐어니도(sharenido),홍대신촌 15도 A ROOM,#여성전용 #셰어하우스,60 / 29만원 (4인실)
다락,허밍하우스 편안한2인실,#성별무관 #셰어하우스,50 / 29만원 (2인실)
