매물명,건물형태,방,화장실,층,전체면적,난방방식,승강기,주차,반려동물,흡연,조리도구,식기류,전자레인지,전기포트,에어컨,정수기,세탁기,식탁,청소기,신발장,냉장고,와이파이,커피포트,수납함,청소서비스,의자,분리수거함,가스레인지,토스터,TV,소파,다리미,커튼,소독,전신거울,빨래건조대,옷장,테라스,밥솥,스탠드,건조기,도로명주소
보더리스하우스 고려대3,빌라,6개,3개,2층,42평,개별난방,없음,알수없음,불가능,불가능,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,O,서울특별시 동대문구 제기로2가길 8
제니하우스 송파나루,빌라,3개,1개,3층,15평,개별난방,없음,,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 송파구 오금로19길 4
청청 구디역점,아파트,3개,1개,1층,31평,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 조원로2길 13
보더리스하우스 장한평1,아파트,3개,2개,,33평,개별난방,있음,알수없음,불가능,불가능,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 성동구 천호대로 400
라온 쉐어하우스 돈암점(성신여대),아파트,4개,2개,7층,44평,개별난방,있음,가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 성북구 북악산로 913
젤리 쉐어하우스 청담점,빌라,3개,1개,,,개별난방,없음,불가능,가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 강남구 선릉로132길 3-6
레피네하우스 명동1호점,빌라,3개,1개,3층,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 중구 소공로6가길 24
달램쉐어하우스 고대3호점(남성전용),빌라,2개,1개,1층,20평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,O,X,X,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,서울 동대문구 제기로11길 15
쉐어하우스 고리 광운대점,기타,3개,1개,1층,24평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,O,X,O,X,O,X,X,O,X,X,서울 노원구 광운로13길 7
쉐어하우스 STAY 숙대입구점,빌라,4개,2개,3층,21평,개별난방,없음,가능,불가능,불가능,O,X,O,X,O,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 용산구 두텁바위로1길 43
다락 홍오하우스,빌라,5개,2개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,서울특별시 서대문구 홍제동 295-33번지
피클하우스 피클하우스,단독주택,4개,1개,1층,12평,개별난방,없음,불가능,별도협,불가능,O,O,O,X,X,O,O,X,X,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,서울 마포구 신촌로12길 19-6
복덕방 청담사거리점,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 강남구 삼성로146길 8
팸하우스 충무로점,빌라,10개,8개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 중구 퇴계로36가길 90-6
우주 76호점,빌라,3개,2개,,,개별난방,없음,불가능,불가능,불가능,X,X,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 강남구 개포로15길 3-4
우주 96호점,기타,8개,8개,,,알수없음,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,서울특별시 영등포구 경인로 709-2
우주 64호점,빌라,4개,2개,,37평,개별난방,있음,불가능,불가능,불가능,X,X,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 용산구 후암동 301-11번지
동거동락 6호 군자점,빌라,4개,2개,3층,40평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,O,O,X,X,X,O,X,X,O,X,X,서울특별시 광진구 능동로32길 50
스펙트럼 하우스 신사점 3층,빌라,6개,5개,3층,39평,개별난방,없음,알수없음,불가능,불가능,O,O,O,X,X,O,O,O,O,O,O,X,O,X,O,O,O,O,O,O,O,O,X,O,X,O,X,X,O,X,O,서울특별시 강남구 도산대로13길 31-5
함께꿈꾸는마을 남산소월04,빌라,4개,2개,1층,25평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,X,O,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,서울특별시 용산구 후암동 358-158번지
소집 2호점,,3개,2개,11층,24평,개별난방,있음,알수없음,불가능,불가능,O,O,X,X,O,X,O,O,O,O,O,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,O,서울특별시 마포구 월드컵로 204
Sharehouse Cine 오금역점,빌라,5개,3개,2층,25평,개별난방,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,O,O,O,O,O,X,O,O,X,X,O,X,O,서울특별시 송파구 양재대로68길 3
엘르빌 셰어하우스 연남동점,빌라,5개,4개,6층,,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 동교로41길 35
하우스로그 아현 2호점,단독주택,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 북아현로4가길 33
잠자리 영등포구청 : 11호점,빌라,3개,1개,3층,19평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,서울특별시 영등포구 당산로18길 13
아이엠 쉐어하우스 서울대입구역점,단독주택,3개,2개,,7평,개별난방,없음,불가능,불가능,불가능,O,O,X,X,O,X,O,O,O,O,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,O,서울특별시 관악구 봉천로55길 11
원앤원하우스 길음역국민대_서경대점,아파트,3개,2개,15층,35평,개별난방,있음,가능,불가능,불가능,O,O,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,서울특별시 성북구 동소문로 248
보더리스하우스 마포1,아파트,3개,2개,10층,25평,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 도화동 39-9번지
보더리스하우스 홍대3,아파트,3개,2개,4층,36평,개별난방,없음,알수없음,불가능,불가능,O,O,O,O,O,X,O,O,X,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 성산동 245-19번지
보더리스하우스 강남2,아파트,4개,2개,4층,33평,개별난방,없음,알수없음,불가능,불가능,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 강남구 도곡동 421-5번지
쉐어하우스 힐링 이태원점 (단기만 가능),단독주택,3개,1개,2층,18평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,서울 용산구 우사단로10길 71
코지 쉐어하우스 홍대입구역점,빌라,3개,1개,3층,17평,중앙난방,없음,가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,서울특별시 서대문구 신촌로3길 35
워크 앤 리브 이태원 1호점,기타,7개,2개,3층,41평,개별난방,있음,불가능,불가능,가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,서울 용산구 회나무로13가길 22
GROUND 쉐어하우스 왕십리,아파트,4개,2개,,37평,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 성동구 왕십리로 280
마루 쉐어하우스 왕십리역점,아파트,3개,2개,,26평,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,서울특별시 성동구 마조로 57
홈트리 신도림점,빌라,3개,1개,,,알수없음,알수없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,서울특별시 구로구 구로동로41길 15
메종드이문 이문 1호점,아파트,4개,2개,1층,42평,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,X,X,O,X,X,O,X,O,O,O,O,X,O,X,X,X,X,O,X,X,O,X,O,서울특별시 동대문구 천장산로11길 22
남산 하우스 남산(해방촌)점,빌라,3개,1개,1층,25평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 용산구 두텁바위로38길 41-10
함께 신촌역점,빌라,2개,1개,,12평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 연세로2라길 7-3
그리고& 월곡점,아파트,3개,2개,,24평,개별난방,있음,가능,불가능,불가능,O,O,O,X,X,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,서울특별시 성북구 회기로5길 100
달빛 쉐어하우스 학동역점,빌라,3개,1개,3층,29평,개별난방,없음,,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 강남구 학동로28길 38
동거동락 9호 중앙대점,단독주택,6개,3개,4층,,개별난방,없음,불가능,불가능,불가능,O,O,X,O,O,O,O,O,X,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 흑석로5길 73
원앤원하우스 건대_세종대점,아파트,3개,1개,12층,33평,개별난방,있음,불가능,불가능,불가능,O,X,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 광진구 능동로 210
품안의 새 스위티_서울대입구역,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,X,X,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,서울특별시 관악구 양녕로6라길 2
온더로드 쉐어하우스 대학로점,빌라,4개,2개,5층,27평,개별난방,있음,가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 종로구 동숭 4가길 31
우주 74호점,빌라,2개,1개,,,개별난방,없음,불가능,불가능,불가능,X,X,O,X,O,X,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 강남구 개포동 1248-7번지
윤쉐어하우스 연남점,단독주택,5개,3개,,40평,중앙난방,없음,불가능,불가능,불가능,X,X,O,X,O,X,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 성미산로19길 9
따또 쉐어하우스 연희점,빌라,6개,4개,3층,42평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,서울특별시 서대문구 연희로18길 35-5
쉐어하우스 하슈 서울대입구/숭실대점,아파트,4개,2개,15층,34평,중앙난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,서울 관악구 성현로 80
커먼타운 한남 991,빌라,7개,2개,3층,54평,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,X,O,O,O,X,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,O,서울특별시 용산구 한남대로27길 42
슈니하우스 건대 2호점,빌라,3개,1개,1층,,개별난방,없음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,서울특별시 광진구 아차산로21길 64-17
자다 세인트 숙대2호점,아파트,5개,2개,3층,,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,서울 용산구 효창 원로72길 42
팸하우스 상수점,단독주택,4개,2개,3층,35평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,서울특별시 마포구 와우산로 27
에이블하우스 회기8호점,아파트,3개,2개,1층,32평,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 동대문구 이문로 136
지붕 태릉입구역점,아파트,3개,2개,,,개별난방,있음,알수없음,불가능,불가능,O,O,O,X,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 노원구 공릉동 678-1번지
공감 부평시장역점,,3개,2개,9층,34평,중앙난방,있음,가능,불가능,불가능,O,O,O,X,X,O,O,X,O,O,O,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,인천광역시 부평구 장제로 145
로이허브 천호점,아파트,29개,18개,2층,,개별난방,있음,,불가능,불가능,X,X,X,X,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 강동구 천호대로158길 15-3
동거동락 7호 제기동점,단독주택,5개,2개,,40평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X,O,X,X,X,서울특별시 동대문구 용두동 47-2번지
에이블하우스 왕십리 4호점,아파트,3개,2개,1층,25평,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 성동구 고산자로 164
우주 94호점,빌라,7개,2개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,서울특별시 강북구 도봉로65길 39-3
쉐어하우스 STAY 건대입구점,빌라,5개,1개,4층,26평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,서울 광진구 아차산로25길 20
우주 38호점,빌라,3개,5개,,,알수없음,알수없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 상도로 340
애플트리 쉐어하우스 선릉&한티점,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,서울특별시 강남구 선릉로68길 37-3
양드레하우스 송파점,빌라,3개,1개,1층,16평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,서울특별시 송파구 오금로20길 4-10
자다 메이플 성신여대점,빌라,5개,2개,4층,25평,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,서울특별시 성북구 보문로40길 34
쉐어하우스 봄 주안 1호점,,3개,2개,4층,23평,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,X,X,O,O,O,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X,O,O,O,인천광역시 미추홀구 주안동 15-50번지
제인스하우스 신도림점,아파트,6개,2개,6층,61평,중앙난방,있음,,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,O,O,X,X,X,O,X,O,O,X,O,서울 영등포구 도신로 31
우주 29호점,아파트,3개,2개,,,알수없음,알수없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 행운5길 20
동그라미 쉐어하우스 청담 2호점,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 강남구 도산대로66길 16
원앤원하우스 경희대_외대점,아파트,3개,1개,,33평,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 동대문구 회기로 196
에이블하우스 관악 4호점,,3개,1개,1층,22평,개별난방,있음,,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 관악로 164
양드레하우스 강남2호점,빌라,3개,2개,3층,26평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,서울특별시 강남구 강남대로112길 28
CS 쉐어하우스 망원 4호점,단독주택,2개,1개,2층,30평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 마포구 월드컵로11길 30
마주봄 쉐어하우스 합정3호점,빌라,3개,1개,3층,18평,개별난방,없음,가능,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,서울특별시 마포구 월드컵로7길 87
동화 피클 공덕2호점,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X,O,서울특별시 마포구 새창로6라길 5
함께꿈꾸는마을 강남대청,단독주택,3개,2개,1층,,개별난방,없음,불가능,불가능,불가능,O,X,O,X,O,X,O,X,O,O,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 강남구 개포로118길 30-8
LUMOS HOUSE 논현1호점,빌라,4개,2개,5층,,개별난방,없음,알수없음,,불가능,O,O,O,O,O,O,O,O,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,서울특별시 강남구 강남대로126길 26
포근해 쉐어하우스 마포구청점,빌라,3개,1개,,,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,서울특별시 마포구 새터산5길 24
보더리스하우스 강남3,아파트,4개,2개,3층,36평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 강남구 도산대로30길 21
함께꿈꾸는마을 송파문정마을02,기타,3개,1개,1층,20평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,서울 송파구 동남로6길 39
CNT홈셰어링 3호점,기타,3개,1개,5층,25평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,O,O,O,O,O,X,X,X,O,X,X,O,X,X,서울특별시 서대문구 증가로 250
네잎클로버 하우스 원미닛_마포구청역,아파트,3개,2개,5층,23평,개별난방,있음,,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,O,서울 마포구 월드컵로 204
우리별 포디하우스 선유도별,빌라,3개,1개,1층,17평,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 영등포구 양평로24길 9
강남다방 쉐어하우스 신논현점,빌라,4개,1개,5층,30평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울 서초구 주흥6길 31
더핑크브릭 서울과기대점,아파트,3개,2개,7층,26평,개별난방,있음,,불가능,불가능,X,X,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,서울 노원구 공릉 로46길 32
우주 44호점,단독주택,3개,2개,,,알수없음,없음,알수없음,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 성대로21길 62
잠자리 서울대입구 : 1호점,빌라,3개,2개,5층,20평,개별난방,있음,가능,불가능,,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,O,X,O,O,O,O,O,X,X,X,O,X,X,O,O,X,서울특별시 관악구 청룡길 61
연남0123/사당0123 사당0123,빌라,3개,1개,2층,20평,개별난방,알수없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 관악구 남현8길 10
폼폼 쉐어하우스 돈암풍림점,아파트,3개,1개,1층,18평,개별난방,있음,,불가능,불가능,O,O,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,서울 성북구 북악산로 913
젤리 쉐어하우스 합정점,빌라,2개,1개,,19평,개별난방,없음,가능,가능,불가능,O,O,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,서울특별시 마포구 월드컵로8길 31
우주 23호점,아파트,3개,2개,,26평,개별난방,있음,가능,불가능,불가능,X,X,O,X,O,X,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,서울특별시 마포구 합정동 461-7번지
휘겔리 쉐어하우스 망원동점,단독주택,5개,2개,1층,47평,개별난방,없음,알수없음,불가능,불가능,O,O,O,X,O,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X,O,O,X,X,X,O,X,O,O,X,O,서울특별시 마포구 희우정로15길 14
동네친구 10호점,빌라,3개,2개,,28평,개별난방,알수없음,알수없음,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,서울특별시 광진구 동일로18나길 11-1
UrbanShares OneNam206,단독주택,7개,8개,2층,82평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 종로구 동순라길 126-5
보더리스하우스 홍대 디엠씨1,아파트,3개,2개,10층,35평,개별난방,있음,알수없음,불가능,불가능,O,O,X,O,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 상암동 1049번지
동거동락 21호 청담점,빌라,4개,2개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 강남구 학동로67길 20
원앤원하우스 강동역 2호점,아파트,4개,2개,,,개별난방,있음,알수없음,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 강동구 진황도로27가길 13
플레몬 쉐어하우스 30호점(망원동),빌라,1개,1개,2층,5평,개별난방,없음,가능,불가능,불가능,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 마포구 방울내로 32-9
일가 쉐어하우스 망원일가,빌라,3개,1개,3층,21평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,서울특별시 마포구 포은로 87
양재역 쉐어하우스 양재역점,아파트,2개,1개,7층,21평,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,X,O,X,O,O,O,X,O,X,O,서울 서초구 강남대로30길 32-33
팸하우스 세종대 3호점(302),빌라,2개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,서울특별시 광진구 동일로54길 6
넘버원 쉐어하우스 이대점,아파트,4개,1개,14층,18평,개별난방,있음,가능,불가능,불가능,X,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,서울 서대문구 이화여대8길 62
